Angle_deg,DCS_a02_sr,DCS_cm2_sr,Sherman_S,Spin_T,Spin_U,Re_f,Im_f,Re_g,Im_g
116,0.0505785,1.41634e-18,-0.0312316,1,0,-8.07022e-10,8.74359e-10,3.86727e-12,2.32162e-11
116.5,0.0512215,1.43435e-18,-0.0314817,1,0,-8.33506e-10,8.59688e-10,3.77053e-12,2.31989e-11
117,0.0518863,1.45297e-18,-0.0316981,1,0,-8.59641e-10,8.44649e-10,3.67411e-12,2.3178e-11
117.5,0.0525728,1.47219e-18,-0.0318817,1,0,-8.85426e-10,8.29253e-10,3.57804e-12,2.31536e-11
118,0.0532806,1.49201e-18,-0.0320335,1,0,-9.10855e-10,8.13513e-10,3.48237e-12,2.31257e-11
118.5,0.0540095,1.51242e-18,-0.0321546,1,0,-9.35928e-10,7.97442e-10,3.38714e-12,2.30943e-11
119,0.0547594,1.53342e-18,-0.032246,1,0,-9.60642e-10,7.81053e-10,3.29239e-12,2.30594e-11
119.5,0.05553,1.555e-18,-0.0323088,1,0,-9.84995e-10,7.64358e-10,3.19816e-12,2.30209e-11
120,0.056321,1.57715e-18,-0.032344,1,0,-1.00898e-9,7.4737e-10,3.10447e-12,2.2979e-11
120.5,0.0571322,1.59986e-18,-0.0323529,1,0,-1.03261e-9,7.30101e-10,3.01138e-12,2.29337e-11
121,0.0579633,1.62314e-18,-0.0323365,1,0,-1.05587e-9,7.12563e-10,2.91892e-12,2.28848e-11
121.5,0.058814,1.64696e-18,-0.032296,1,0,-1.07876e-9,6.94768e-10,2.82711e-12,2.28326e-11
122,0.059684,1.67132e-18,-0.0322325,1,0,-1.10129e-9,6.76728e-10,2.73601e-12,2.27769e-11
122.5,0.0605731,1.69622e-18,-0.0321471,1,0,-1.12345e-9,6.58455e-10,2.64563e-12,2.27178e-11
123,0.0614809,1.72164e-18,-0.0320409,1,0,-1.14524e-9,6.39961e-10,2.55603e-12,2.26553e-11
123.5,0.062407,1.74757e-18,-0.031915,1,0,-1.16666e-9,6.21257e-10,2.46721e-12,2.25894e-11
124,0.0633512,1.77401e-18,-0.0317705,1,0,-1.18772e-9,6.02355e-10,2.37923e-12,2.25201e-11
124.5,0.0643131,1.80095e-18,-0.0316085,1,0,-1.2084e-9,5.83266e-10,2.29211e-12,2.24476e-11
125,0.0652924,1.82837e-18,-0.0314299,1,0,-1.22873e-9,5.64002e-10,2.20588e-12,2.23717e-11
125.5,0.0662887,1.85627e-18,-0.0312357,1,0,-1.24868e-9,5.44573e-10,2.12056e-12,2.22924e-11
126,0.0673016,1.88464e-18,-0.031027,1,0,-1.26828e-9,5.2499e-10,2.0362e-12,2.221e-11
126.5,0.0683307,1.91346e-18,-0.0308047,1,0,-1.28751e-9,5.05265e-10,1.9528e-12,2.21242e-11
127,0.0693757,1.94272e-18,-0.0305696,1,0,-1.30637e-9,4.85407e-10,1.87041e-12,2.20352e-11
127.5,0.0704362,1.97241e-18,-0.0303227,1,0,-1.32488e-9,4.65427e-10,1.78905e-12,2.1943e-11
128,0.0715117,2.00253e-18,-0.0300648,1,0,-1.34303e-9,4.45336e-10,1.70874e-12,2.18476e-11
128.5,0.0726019,2.03306e-18,-0.0297967,1,0,-1.36082e-9,4.25144e-10,1.62951e-12,2.1749e-11
129,0.0737063,2.06399e-18,-0.0295192,1,0,-1.37826e-9,4.04861e-10,1.55137e-12,2.16472e-11
129.5,0.0748244,2.0953e-18,-0.029233,1,0,-1.39535e-9,3.84497e-10,1.47436e-12,2.15423e-11
130,0.0759559,2.12698e-18,-0.0289388,1,0,-1.41208e-9,3.64061e-10,1.3985e-12,2.14343e-11
130.5,0.0771004,2.15903e-18,-0.0286374,1,0,-1.42847e-9,3.43564e-10,1.3238e-12,2.13233e-11
131,0.0782572,2.19143e-18,-0.0283294,1,0,-1.44452e-9,3.23014e-10,1.25028e-12,2.12091e-11
131.5,0.0794261,2.22416e-18,-0.0280153,1,0,-1.46022e-9,3.02421e-10,1.17797e-12,2.1092e-11
132,0.0806065,2.25721e-18,-0.0276958,1,0,-1.47559e-9,2.81795e-10,1.10688e-12,2.09718e-11
132.5,0.0817979,2.29057e-18,-0.0273714,1,0,-1.49062e-9,2.61144e-10,1.03703e-12,2.08486e-11
133,0.0829999,2.32423e-18,-0.0270427,1,0,-1.50532e-9,2.40477e-10,9.68442e-13,2.07225e-11
133.5,0.084212,2.35818e-18,-0.0267102,1,0,-1.51968e-9,2.19803e-10,9.01124e-13,2.05935e-11
134,0.0854336,2.39239e-18,-0.0263742,1,0,-1.53373e-9,1.9913e-10,8.35095e-13,2.04615e-11
134.5,0.0866644,2.42685e-18,-0.0260354,1,0,-1.54744e-9,1.78468e-10,7.70368e-13,2.03267e-11
135,0.0879037,2.46156e-18,-0.025694,1,0,-1.56085e-9,1.57823e-10,7.06956e-13,2.01891e-11
135.5,0.0891512,2.49649e-18,-0.0253505,1,0,-1.57393e-9,1.37205e-10,6.44873e-13,2.00486e-11
136,0.0904061,2.53163e-18,-0.0250052,1,0,-1.5867e-9,1.16621e-10,5.8413e-13,1.99053e-11
136.5,0.0916682,2.56697e-18,-0.0246585,1,0,-1.59917e-9,9.60798e-11,5.24738e-13,1.97592e-11
137,0.0929367,2.60249e-18,-0.0243108,1,0,-1.61133e-9,7.55881e-11,4.66708e-13,1.96105e-11
137.5,0.0942112,2.63818e-18,-0.0239622,1,0,-1.6232e-9,5.51539e-11,4.10048e-13,1.9459e-11
138,0.0954912,2.67403e-18,-0.0236132,1,0,-1.63476e-9,3.47845e-11,3.54767e-13,1.93048e-11
138.5,0.0967761,2.71001e-18,-0.0232639,1,0,-1.64604e-9,1.44873e-11,3.00872e-13,1.9148e-11
139,0.0980654,2.74611e-18,-0.0229146,1,0,-1.65702e-9,-5.73061e-12,2.48372e-13,1.89886e-11
139.5,0.0993586,2.78232e-18,-0.0225656,1,0,-1.66772e-9,-2.58623e-11,1.97272e-13,1.88266e-11
140,0.100655,2.81863e-18,-0.0222171,1,0,-1.67815e-9,-4.59009e-11,1.47577e-13,1.8662e-11
140.5,0.101954,2.85501e-18,-0.0218691,1,0,-1.68829e-9,-6.58396e-11,9.92918e-14,1.84949e-11
141,0.103256,2.89145e-18,-0.0215221,1,0,-1.69817e-9,-8.5672e-11,5.24206e-14,1.83253e-11
141.5,0.104559,2.92794e-18,-0.021176,1,0,-1.70778e-9,-1.05392e-10,6.96644e-15,1.81533e-11
142,0.105863,2.96446e-18,-0.020831,1,0,-1.71712e-9,-1.24992e-10,-3.70685e-14,1.79787e-11
142.5,0.107167,3.00099e-18,-0.0204874,1,0,-1.72621e-9,-1.44467e-10,-7.96826e-14,1.78018e-11
143,0.108472,3.03753e-18,-0.0201452,1,0,-1.73505e-9,-1.63811e-10,-1.20875e-13,1.76226e-11
143.5,0.109776,3.07404e-18,-0.0198045,1,0,-1.74363e-9,-1.83017e-10,-1.60646e-13,1.74409e-11
144,0.111079,3.11053e-18,-0.0194654,1,0,-1.75197e-9,-2.02081e-10,-1.98995e-13,1.7257e-11
144.5,0.11238,3.14697e-18,-0.0191281,1,0,-1.76007e-9,-2.20996e-10,-2.35925e-13,1.70708e-11
145,0.113679,3.18334e-18,-0.0187927,1,0,-1.76793e-9,-2.39757e-10,-2.71437e-13,1.68823e-11
145.5,0.114975,3.21964e-18,-0.0184591,1,0,-1.77556e-9,-2.58358e-10,-3.05534e-13,1.66916e-11
146,0.116268,3.25584e-18,-0.0181275,1,0,-1.78296e-9,-2.76794e-10,-3.3822e-13,1.64987e-11
146.5,0.117557,3.29193e-18,-0.017798,1,0,-1.79014e-9,-2.95061e-10,-3.69498e-13,1.63037e-11
147,0.118841,3.32789e-18,-0.0174705,1,0,-1.7971e-9,-3.13152e-10,-3.99374e-13,1.61065e-11
147.5,0.120121,3.36372e-18,-0.0171452,1,0,-1.80385e-9,-3.31064e-10,-4.27853e-13,1.59072e-11
148,0.121394,3.39938e-18,-0.0168221,1,0,-1.81038e-9,-3.4879e-10,-4.54942e-13,1.57059e-11
148.5,0.122662,3.43488e-18,-0.0165012,1,0,-1.81671e-9,-3.66328e-10,-4.80646e-13,1.55026e-11
149,0.123923,3.47018e-18,-0.0161825,1,0,-1.82284e-9,-3.83671e-10,-5.04975e-13,1.52972e-11
149.5,0.125176,3.50529e-18,-0.0158661,1,0,-1.82877e-9,-4.00816e-10,-5.27936e-13,1.50899e-11
150,0.126422,3.54017e-18,-0.015552,1,0,-1.83451e-9,-4.17759e-10,-5.49537e-13,1.48807e-11
150.5,0.127659,3.57482e-18,-0.0152401,1,0,-1.84006e-9,-4.34494e-10,-5.69789e-13,1.46695e-11
151,0.128888,3.60922e-18,-0.0149306,1,0,-1.84543e-9,-4.51019e-10,-5.88701e-13,1.44565e-11
151.5,0.130107,3.64336e-18,-0.0146234,1,0,-1.85061e-9,-4.67328e-10,-6.06284e-13,1.42417e-11
152,0.131316,3.67722e-18,-0.0143184,1,0,-1.85562e-9,-4.83418e-10,-6.22549e-13,1.4025e-11
152.5,0.132515,3.71078e-18,-0.0140158,1,0,-1.86046e-9,-4.99286e-10,-6.37508e-13,1.38066e-11
153,0.133702,3.74404e-18,-0.0137155,1,0,-1.86513e-9,-5.14927e-10,-6.51174e-13,1.35864e-11
153.5,0.134878,3.77697e-18,-0.0134175,1,0,-1.86964e-9,-5.30338e-10,-6.6356e-13,1.33645e-11
154,0.136042,3.80957e-18,-0.0131217,1,0,-1.87398e-9,-5.45515e-10,-6.74679e-13,1.3141e-11
154.5,0.137194,3.84181e-18,-0.0128282,1,0,-1.87817e-9,-5.60455e-10,-6.84545e-13,1.29158e-11
155,0.138332,3.87369e-18,-0.0125369,1,0,-1.88221e-9,-5.75155e-10,-6.93173e-13,1.2689e-11
155.5,0.139457,3.90519e-18,-0.0122478,1,0,-1.8861e-9,-5.89612e-10,-7.00579e-13,1.24606e-11
156,0.140567,3.93629e-18,-0.011961,1,0,-1.88985e-9,-6.03822e-10,-7.06778e-13,1.22307e-11
156.5,0.141664,3.96699e-18,-0.0116762,1,0,-1.89346e-9,-6.17782e-10,-7.11786e-13,1.19992e-11
